name,image,rating,ratings_count,genres,platforms,tags,features
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,3.59,194,Action|Adventure|RPG|Indie,Xbox One|PlayStation 4|macOS|PC|Linux|Nintendo Switch|PS Vita|Android|iOS,Singleplayer|Steam Achievements|Full controller support|Atmospheric|steam-trading-cards|2D|Horror|Difficult|Dark|controller support|Surreal|Kickstarter|Other|Crowdfunded,action adventure rpg indie xbox_one playstation_4 macos pc linux nintendo_switch ps_vita android ios singleplayer steam_achievements full_controller_support atmospheric steam-trading-cards 2d horror difficult dark controller_support surreal kickstarter other crowdfunded
Automachef,https://media.rawg.io/media/games/d5c/d5c112af49a4ab121647c09e4eb98ce1.jpg,2.83,48,Simulation|Indie,Nintendo Switch|PC,Singleplayer|Steam Achievements|Full controller support|Steam Workshop,simulation indie nintendo_switch pc singleplayer steam_achievements full_controller_support steam_workshop
DESOLATE,https://media.rawg.io/media/screenshots/543/543c2559fa4273c72fe531a8796b49e2.jpg,2.89,50,Action|Adventure|Massively Multiplayer,PC,Singleplayer|Multiplayer|Full controller support|Atmospheric|Co-op|First-Person|Third Person|Horror|Online Co-Op|Gore|Difficult|Survival|Comedy|Violent|Online multiplayer|Stealth|Survival Horror|Mature|Team-Based|Blood,action adventure massively_multiplayer pc singleplayer multiplayer full_controller_support atmospheric co-op first-person third_person horror online_co-op gore difficult survival comedy violent online_multiplayer stealth survival_horror mature team-based blood
Get Even,https://media.rawg.io/media/games/66c/66cad7e826e08682192392e37cce3cd1.jpg,3.4,123,Action|Adventure|Indie,PC|PlayStation 4|Xbox One,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Story Rich|First-Person|Horror|FPS|Exploration|Dark|Mystery|Mature|Walking Simulator|Detective|Drama|Psychological|Thriller|Psychedelic,action adventure indie pc playstation_4 xbox_one singleplayer steam_achievements full_controller_support steam_cloud steam-trading-cards great_soundtrack story_rich first-person horror fps exploration dark mystery mature walking_simulator detective drama psychological thriller psychedelic
FIFA 12,https://media.rawg.io/media/games/ab7/ab7fdd680a7008a14b5bd8d99c760925.jpg,3.42,277,Sports,Android|PlayStation 3|PC|PSP|PlayStation 2|Xbox 360|iOS,stats|Physics|Soccer|ball|ai,sports android playstation_3 pc psp playstation_2 xbox_360 ios stats physics soccer ball ai
Caster,https://media.rawg.io/media/screenshots/1c1/1c1b874e7dc228d22c11a65870513236.jpg,1.76,78,Action|Adventure|RPG|Strategy|Casual|Indie,macOS|PC,Singleplayer|steam-trading-cards|Great Soundtrack|RPG|Third Person|Partial Controller Support|Third-Person Shooter|Fast-Paced,action adventure rpg strategy casual indie macos pc singleplayer steam-trading-cards great_soundtrack rpg third_person partial_controller_support third-person_shooter fast-paced
Splasher,https://media.rawg.io/media/screenshots/942/942c57fe3a5a0edc24ac61869214a2e7.jpg,3.24,46,Action|Arcade|Indie|Platformer,Nintendo Switch|PlayStation 4|Xbox One|macOS|PC|Linux,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|First-Person|2D|Steam Leaderboards|Controller|Cartoon,action arcade indie platformer nintendo_switch playstation_4 xbox_one macos pc linux singleplayer steam_achievements full_controller_support steam_cloud first-person 2d steam_leaderboards controller cartoon
From Dust,https://media.rawg.io/media/games/8ba/8ba66ddb82841911442a2f1893f43c5e.jpg,3.45,166,Strategy,PC|PlayStation 3|Xbox 360,Singleplayer|Sandbox|Building|Magic|God Game,strategy pc playstation_3 xbox_360 singleplayer sandbox building magic god_game
Knightfall: A Daring Journey,https://media.rawg.io/media/screenshots/6ab/6abb5456a795b7713919db7568a2fd96.jpg,1.92,25,Action|Racing|Indie,PC,Singleplayer|Multiplayer|Co-op|cooperative|First-Person|Online Co-Op|Funny|PvP|3D|combat|Team-Based|Medieval|Online PvP|Romance|Dating Sim|Battle Royale|Horses|Романтика,action racing indie pc singleplayer multiplayer co-op cooperative first-person online_co-op funny pvp 3d combat team-based medieval online_pvp romance dating_sim battle_royale horses романтика
Ace Combat Assault Horizon - Enhanced Edition,https://media.rawg.io/media/games/10b/10b16d1e0d5a10eb235e746b215dd8d7.jpg,3.44,93,Action|Simulation,PC,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Great Soundtrack|Co-op|cooperative|Partial Controller Support|Steam Leaderboards|Controller|War|Cinematic|Military|Quick-Time Events|On-Rails Shooter|combat flight,action simulation pc singleplayer steam_achievements multiplayer steam_cloud great_soundtrack co-op cooperative partial_controller_support steam_leaderboards controller war cinematic military quick-time_events on-rails_shooter combat_flight
Gothic 3: Forsaken Gods Enhanced Edition,https://media.rawg.io/media/games/2f7/2f79dd7183c535d5d37bbe9b7a69cb02.jpg,2.99,102,RPG,PC,Singleplayer|RPG|Open World|Third Person|Fantasy|Gothic,rpg pc singleplayer rpg open_world third_person fantasy gothic
The Legend of Zelda: Twilight Princess,https://media.rawg.io/media/games/dd1/dd167cf8753db3748a975d61cc926e54.jpg,4.38,489,Action|RPG,GameCube|Wii U|Wii,Singleplayer,action rpg gamecube wii_u wii singleplayer
Trailmakers,https://media.rawg.io/media/screenshots/885/885a7caffb0899f083f095502c968e7d.jpg,3.34,71,Action|Adventure|Simulation|Racing|Indie,Xbox One|PlayStation 4|PC,Singleplayer|Multiplayer|Co-op|Open World|Online Co-Op|Sandbox|Free to Play|Online multiplayer|Early Access|Building|LEGO,action adventure simulation racing indie xbox_one playstation_4 pc singleplayer multiplayer co-op open_world online_co-op sandbox free_to_play online_multiplayer early_access building lego
Hostile Waters: Antaeus Rising,https://media.rawg.io/media/screenshots/9f4/9f4cc216211ab6be61d8647383354e45.jpg,2.15,48,Strategy,PC,Singleplayer|Steam Cloud|steam-trading-cards|Sci-fi|Classic,strategy pc singleplayer steam_cloud steam-trading-cards sci-fi classic
Sonic the Hedgehog 4 - Episode II,https://media.rawg.io/media/screenshots/845/84595759d06a7c5ed2eab76f623454f7.jpeg,3.11,95,Action|Adventure|Arcade,PC|PlayStation 3|Android|Xbox 360|iOS,Singleplayer|Great Soundtrack|Co-op|cooperative|2D|Partial Controller Support|Online Co-Op|Local Co-Op|Local Multiplayer|Family Friendly|Colorful|Fast-Paced|2.5D,action adventure arcade pc playstation_3 android xbox_360 ios singleplayer great_soundtrack co-op cooperative 2d partial_controller_support online_co-op local_co-op local_multiplayer family_friendly colorful fast-paced 2.5d
Magicka: Wizard Wars,https://media.rawg.io/media/screenshots/bd0/bd0ae747540a2b38740eb5f59c284a81.jpg,3.02,110,Action,PC,MOBA|arena|deathmatch|wizards|duel|wizard|cancelled|reaction,action pc moba arena deathmatch wizards duel wizard cancelled reaction
The Adventures of Shuggy,https://media.rawg.io/media/screenshots/c2c/c2cbced9e4721fb08b4aaf6c3b1cb9ee.jpg,2.5,79,Action|Indie|Puzzle|Platformer,PC|Xbox 360|macOS|Linux,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|cooperative|2D|Steam Leaderboards|Split Screen|Local Co-Op|Local Multiplayer|controller support|Puzzle-Platformer|Time Manipulation,action indie puzzle platformer pc xbox_360 macos linux singleplayer steam_achievements multiplayer full_controller_support steam_cloud co-op cooperative 2d steam_leaderboards split_screen local_co-op local_multiplayer controller_support puzzle-platformer time_manipulation
Avencast: Rise of the Mage,https://media.rawg.io/media/screenshots/8a9/8a93801fbd249cfc6fd42140dfbf20a7.jpg,2.06,47,Action|RPG,PC,Singleplayer|RPG|Fantasy|Action RPG|Hack and Slash|Magic,action rpg pc singleplayer rpg fantasy action_rpg hack_and_slash magic
Codename CURE,https://media.rawg.io/media/screenshots/357/35728d1e5051a0db48daf187d5817370.jpg,2.69,77,Action,macOS|PC|Linux,Singleplayer|Steam Achievements|Multiplayer|Co-op|Open World|cooperative|First-Person|Third Person|Partial Controller Support|Horror|FPS|Online Co-Op|Funny|Gore|Survival|Free to Play|Early Access|Steam Workshop|Cross-Platform Multiplayer|Zombies|Includes level editor|Mod,action macos pc linux singleplayer steam_achievements multiplayer co-op open_world cooperative first-person third_person partial_controller_support horror fps online_co-op funny gore survival free_to_play early_access steam_workshop cross-platform_multiplayer zombies includes_level_editor mod
Distance,https://media.rawg.io/media/screenshots/fdb/fdb08676a20b0eaa5c8410ae9648a67c.jpg,4.05,107,Action|Racing|Arcade|Indie,Linux|macOS|PC|iOS,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|Great Soundtrack|Sci-fi|Partial Controller Support|Steam Leaderboards|Survival|Online multiplayer|Split Screen|Local Multiplayer|Early Access|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Futuristic|Fast-Paced|VR|Cyberpunk|4 Player Local|Level Editor,action racing arcade indie linux macos pc ios singleplayer steam_achievements multiplayer atmospheric great_soundtrack sci-fi partial_controller_support steam_leaderboards survival online_multiplayer split_screen local_multiplayer early_access steam_workshop cross-platform_multiplayer includes_level_editor futuristic fast-paced vr cyberpunk 4_player_local level_editor
StarCraft,https://media.rawg.io/media/games/68a/68a77a21ec04083f3e6af62cdbed9c0a.jpg,4.37,677,Action,Nintendo 64|PC|macOS,Singleplayer|Multiplayer|cooperative|exclusive,action nintendo_64 pc macos singleplayer multiplayer cooperative exclusive
Gigantic,https://media.rawg.io/media/screenshots/174/1749429e194be9f3fc0ecc1f98912c44.jpg,2.85,130,Action|RPG|Strategy,Xbox One|PC,Multiplayer|steam-trading-cards|RPG|Co-op|Open World|cooperative|Third Person|Partial Controller Support|FPS|Fantasy|Free to Play|Online multiplayer|Controller|Third-Person Shooter|stats|PvP|Anime|In-App Purchases|MOBA,action rpg strategy xbox_one pc multiplayer steam-trading-cards rpg co-op open_world cooperative third_person partial_controller_support fps fantasy free_to_play online_multiplayer controller third-person_shooter stats pvp anime in-app_purchases moba
Edna & Harvey: The Breakout,https://media.rawg.io/media/screenshots/b06/b066f5358cae814ba11a68895e38acff_vODaQbn.jpg,3.62,98,Adventure|Family|Indie|Puzzle,PC|iOS,Singleplayer|Steam Achievements|Steam Cloud|steam-trading-cards|2D|Horror|Funny|Female Protagonist|Comedy|Point & Click|Dark Humor|Commentary available|Psychological,adventure family indie puzzle pc ios singleplayer steam_achievements steam_cloud steam-trading-cards 2d horror funny female_protagonist comedy point_&_click dark_humor commentary_available psychological
8BitBoy,https://media.rawg.io/media/screenshots/b0d/b0d647d253e133e8d3d6111ab412edda.jpg,1.89,51,Action|Casual|Indie,macOS|PC,Singleplayer|Full controller support|2D|Difficult|Pixel Graphics|Retro,action casual indie macos pc singleplayer full_controller_support 2d difficult pixel_graphics retro
Wargame: European Escalation,https://media.rawg.io/media/screenshots/fe0/fe044284119f28c3f5e6e31bad7a01ff.jpg,3.3,70,Strategy,PC|Linux|macOS,Singleplayer|Steam Achievements|Multiplayer|Tactical|War|Realistic|RTS|Military|Valve Anti-Cheat enabled|Alternate History|Real-Time|Real Time Tactics|Cold War|Wargame,strategy pc linux macos singleplayer steam_achievements multiplayer tactical war realistic rts military valve_anti-cheat_enabled alternate_history real-time real_time_tactics cold_war wargame
Nosgoth,https://media.rawg.io/media/screenshots/c9d/c9d3512ecdc11a2da63dc8f6d5af1f80.jpg,2.55,119,Action|Shooter,PC,Multiplayer|combat|Story|character|steam|match|deathmatch|Superpowers,action shooter pc multiplayer combat story character steam match deathmatch superpowers
LYNE,https://media.rawg.io/media/screenshots/df4/df47a9df698c2c5b40de17e80f2f5ae0.jpeg,3.25,123,Board Games|Casual|Indie|Puzzle,Linux|macOS|PC|Android|iOS,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|2D|Difficult|Relaxing|Minimalist|Touch-Friendly|Abstract|Mouse only,board_games casual indie puzzle linux macos pc android ios singleplayer steam_achievements steam_cloud atmospheric steam-trading-cards 2d difficult relaxing minimalist touch-friendly abstract mouse_only
Need for Speed: The Run,https://media.rawg.io/media/games/824/8244583f6d39dda76b0fce7a516d1425.jpg,3.74,428,Racing|Arcade,PlayStation 3|Xbox 360|Wii|Nintendo 3DS|PC,,racing arcade playstation_3 xbox_360 wii nintendo_3ds pc
Everhood,https://media.rawg.io/media/games/8b8/8b845a7f481defa4dc8e4d8e5de59374.jpg,4.18,71,Action|Adventure|RPG|Indie,Nintendo Switch|PC,Singleplayer|Full controller support|Great Soundtrack|RPG|Story Rich|2D|Action-Adventure|Pixel Graphics|role-playing|Mystery|Colorful|Multiple Endings|Surreal|Music|2.5D|Bullet Hell|Epic|Level Editor|Rhythm|Experimental|Psychedelic|Top Down Adventure|synctomusic,action adventure rpg indie nintendo_switch pc singleplayer full_controller_support great_soundtrack rpg story_rich 2d action-adventure pixel_graphics role-playing mystery colorful multiple_endings surreal music 2.5d bullet_hell epic level_editor rhythm experimental psychedelic top_down_adventure synctomusic
League of Legends,https://media.rawg.io/media/games/78b/78bc81e247fc7e77af700cbd632a9297.jpg,3.66,633,Action|RPG|Strategy,macOS|PC,Multiplayer|Online multiplayer|MOBA,action rpg strategy macos pc multiplayer online_multiplayer moba
Rivals of Aether,https://media.rawg.io/media/screenshots/9a0/9a0e8a4379d465ac6c17a599456b5374.jpg,3.77,115,Action|Fighting|Indie,Xbox One|PC,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|2D|Steam Leaderboards|Free to Play|Online multiplayer|Split Screen|Local Co-Op|Pixel Graphics|Local Multiplayer|stats|Competitive|Beat 'em up|4 Player Local|2D Fighter|GameMaker,action fighting indie xbox_one pc singleplayer steam_achievements multiplayer full_controller_support steam_cloud steam-trading-cards great_soundtrack 2d steam_leaderboards free_to_play online_multiplayer split_screen local_co-op pixel_graphics local_multiplayer stats competitive beat_'em_up 4_player_local 2d_fighter gamemaker
Sniper Ghost Warrior Contracts,https://media.rawg.io/media/games/370/3708f3ab10645b8eaf0236abc30d8437.jpg,3.32,85,Action|Shooter,Xbox One|PC|PlayStation 4,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Partial Controller Support|FPS|Gore|Violent|Online multiplayer|Stealth|Military|Sniper,action shooter xbox_one pc playstation_4 singleplayer steam_achievements multiplayer steam_cloud partial_controller_support fps gore violent online_multiplayer stealth military sniper
Saira,https://media.rawg.io/media/screenshots/6b1/6b1c6ce0863a74712bcd7ec6caa78c29.jpg,2.0,30,Indie,PC,Singleplayer|2D|Exploration|Female Protagonist|Free to Play|Metroidvania,indie pc singleplayer 2d exploration female_protagonist free_to_play metroidvania
Sunless Skies,https://media.rawg.io/media/screenshots/d2f/d2f5f87a6e6df6b988dac391605f0b60.jpg,3.7,49,Adventure|RPG|Indie,PC|macOS|Linux,Singleplayer|RPG|Story Rich|2D|Early Access|Roguelike|Steampunk|Kickstarter|Lovecraftian,adventure rpg indie pc macos linux singleplayer rpg story_rich 2d early_access roguelike steampunk kickstarter lovecraftian
D4: Dark Dreams Don't Die,https://media.rawg.io/media/games/7a5/7a5f7a3e58593bfda983507c2ddbc891.jpg,3.6,198,Action|Adventure|Casual|Indie,Xbox One|PC,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Horror|Funny|Comedy|Anime|Point & Click|Mystery|Cinematic|Detective|Episodic|character|Comic Book|Cartoon|Quick-Time Events|Time Travel|Investigation|history|death|police|quick|Dreams,action adventure casual indie xbox_one pc singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack story_rich horror funny comedy anime point_&_click mystery cinematic detective episodic character comic_book cartoon quick-time_events time_travel investigation history death police quick dreams
The Hex,https://media.rawg.io/media/games/7f7/7f701c2daaa639ca2688c07121108fbf.jpg,4.08,88,Indie,PC|macOS|Linux,Singleplayer|Steam Achievements|Steam Cloud|2D|Horror,indie pc macos linux singleplayer steam_achievements steam_cloud 2d horror
Mr. Shifty,https://media.rawg.io/media/screenshots/bbf/bbf9db1fa0bb301ec051e243e86c05a1.jpg,3.19,61,Action|Shooter|Adventure|Indie,PlayStation 4|Xbox One|Nintendo Switch|Linux|PC|macOS,Singleplayer|Steam Achievements|Full controller support|steam-trading-cards|Great Soundtrack|Difficult|Free to Play|Action-Adventure|Fast-Paced|Beat 'em up|Top-Down|Assassin|Destruction|Comic Book|Superhero|Heist|Top-Down Shooter|Character Action Game|Bullet Time|Time Attack,action shooter adventure indie playstation_4 xbox_one nintendo_switch linux pc macos singleplayer steam_achievements full_controller_support steam-trading-cards great_soundtrack difficult free_to_play action-adventure fast-paced beat_'em_up top-down assassin destruction comic_book superhero heist top-down_shooter character_action_game bullet_time time_attack
AX:EL - Air XenoDawn,https://media.rawg.io/media/screenshots/c7b/c7bf141c7a0ed4ff5485a05bec84e579.jpg,1.72,53,Action|Simulation|Indie,PC,Singleplayer|Steam Achievements|Multiplayer|steam-trading-cards|Sci-fi|Partial Controller Support|Futuristic|Flight|dogfight,action simulation indie pc singleplayer steam_achievements multiplayer steam-trading-cards sci-fi partial_controller_support futuristic flight dogfight
ROBLOX,https://media.rawg.io/media/games/3af/3af386b6e26be6741b711ae6215ef42f.jpg,3.29,275,Action|Shooter|Adventure|RPG|Strategy|Simulation|Sports|Racing|Arcade|Board Games|Casual|Card|Educational|Family|Fighting|Massively Multiplayer|Indie|Puzzle|Platformer,Android|macOS|PC|iOS|PlayStation 5|PlayStation 4|Xbox One,Multiplayer|Survival|friends|cube|creative|free-2-play|editor,action shooter adventure rpg strategy simulation sports racing arcade board_games casual card educational family fighting massively_multiplayer indie puzzle platformer android macos pc ios playstation_5 playstation_4 xbox_one multiplayer survival friends cube creative free-2-play editor
Aviary Attorney,https://media.rawg.io/media/screenshots/f57/f570971602f520f141bf5d642786dcc2.jpg,3.42,43,Adventure|Indie,macOS|PC,Singleplayer|steam-trading-cards|Story Rich|2D|Comedy|Captions available|Mystery|Visual Novel|Detective,adventure indie macos pc singleplayer steam-trading-cards story_rich 2d comedy captions_available mystery visual_novel detective
Rock of Ages 2: Bigger & Boulder,https://media.rawg.io/media/games/3d8/3d87406406e0a171f4330b30bb524689.jpg,3.59,96,Action|Strategy|Racing|Arcade,Xbox One|PlayStation 4|Nintendo Switch|PC,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Co-op|cooperative|Funny|Steam Leaderboards|Comedy|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Tower Defense,action strategy racing arcade xbox_one playstation_4 nintendo_switch pc singleplayer steam_achievements multiplayer full_controller_support steam_cloud steam-trading-cards co-op cooperative funny steam_leaderboards comedy online_multiplayer split_screen local_co-op local_multiplayer tower_defense
Bendy and the Ink Machine,https://media.rawg.io/media/games/644/64470b0ae9a1c5facd28ec204c437555.jpg,3.48,145,Action|Adventure|Indie|Puzzle,PC|Android|PlayStation 4|Nintendo Switch|Linux|macOS|iOS|PS Vita|Xbox One,Singleplayer|Steam Achievements|Atmospheric|Great Soundtrack|Story Rich|First-Person|Partial Controller Support|Horror|Funny|Violent|Free to Play|Dark|Survival Horror|Cute|Mystery|Cartoony|Cartoon|Other|bendy|batim|bendy-and-the-ink-machine,action adventure indie puzzle pc android playstation_4 nintendo_switch linux macos ios ps_vita xbox_one singleplayer steam_achievements atmospheric great_soundtrack story_rich first-person partial_controller_support horror funny violent free_to_play dark survival_horror cute mystery cartoony cartoon other bendy batim bendy-and-the-ink-machine
Bright Memory,https://media.rawg.io/media/games/a3a/a3a5c03d2ddc9debb91a1e44ade9b6bf.jpg,3.53,177,Action|Adventure|Indie,PC|Xbox One|Xbox Series S/X,Singleplayer|FPS|Gore|Female Protagonist|Violent|Hack and Slash,action adventure indie pc xbox_one xbox_series_s/x singleplayer fps gore female_protagonist violent hack_and_slash
Litil Divil,https://media.rawg.io/media/screenshots/67e/67e654f926344bd8d4f6170d43e8a45e.jpg,1.88,40,Action|Adventure|Puzzle,Commodore / Amiga|Classic Macintosh|PC|macOS|Linux,Singleplayer|Classic|Retro,action adventure puzzle commodore_/_amiga classic_macintosh pc macos linux singleplayer classic retro
Alien Shooter,https://media.rawg.io/media/screenshots/78b/78b8ac91dc915973611ef64e91efc4e0.jpg,3.95,247,Action|RPG|Indie,PC|PlayStation 3|PlayStation 4|PS Vita|Android,Singleplayer|Atmospheric|RPG|Sci-fi|Gore|Classic|Isometric|Aliens|Top-Down|Top-Down Shooter,action rpg indie pc playstation_3 playstation_4 ps_vita android singleplayer atmospheric rpg sci-fi gore classic isometric aliens top-down top-down_shooter
Squishy the Suicidal Pig,https://media.rawg.io/media/screenshots/376/37642a7bf967b5490b813d1c20d7f7ba.jpg,1.97,67,Adventure|Indie,macOS|PC,Singleplayer|Steam Achievements|Full controller support|steam-trading-cards|2D|Horror|Funny|Difficult|Pixel Graphics|Puzzle-Platformer,adventure indie macos pc singleplayer steam_achievements full_controller_support steam-trading-cards 2d horror funny difficult pixel_graphics puzzle-platformer
EA SPORTS UFC 2,https://media.rawg.io/media/games/187/18712fa218a19396d209393a8958ae00.jpg,3.46,239,Sports|Fighting,iOS|Xbox One|Android|PlayStation 4,Multiplayer|fight|match|reality-based|fighter,sports fighting ios xbox_one android playstation_4 multiplayer fight match reality-based fighter
Faerie Solitaire,https://media.rawg.io/media/screenshots/952/952e5f4b30effbde2c8f605c3add59c9.jpg,3.01,90,Casual|Indie,macOS|PC,Singleplayer|Steam Achievements|steam-trading-cards|2D|Fantasy|Family Friendly|Cute|Card Game|Touch-Friendly|Mouse only|solitaire,casual indie macos pc singleplayer steam_achievements steam-trading-cards 2d fantasy family_friendly cute card_game touch-friendly mouse_only solitaire
Iron Snout,https://media.rawg.io/media/screenshots/484/4848bcf4deb6eeb3228048c7497dc1a6.jpg,2.86,115,Action|Fighting|Indie,Xbox One|PlayStation 4|macOS|PC|Linux,Singleplayer|Steam Achievements|Multiplayer|cooperative|2D|Partial Controller Support|Funny|Gore|Difficult|Steam Leaderboards|Survival|Violent|Free to Play|stats|Cute|Fast-Paced|Beat 'em up|Blood|Cartoon|2D Fighter,action fighting indie xbox_one playstation_4 macos pc linux singleplayer steam_achievements multiplayer cooperative 2d partial_controller_support funny gore difficult steam_leaderboards survival violent free_to_play stats cute fast-paced beat_'em_up blood cartoon 2d_fighter
Ghost in the Shell: Stand Alone Complex - First Assault Online,https://media.rawg.io/media/screenshots/d2c/d2c1fffbd32d4b70e680e47a717f2602.jpg,2.65,68,Action|Massively Multiplayer,PC,Singleplayer|Multiplayer|steam-trading-cards|Co-op|First-Person|Sci-fi|Partial Controller Support|FPS|Female Protagonist|Free to Play|Controller|Tactical|PvP|Anime|Team-Based|Futuristic|Cyberpunk,action massively_multiplayer pc singleplayer multiplayer steam-trading-cards co-op first-person sci-fi partial_controller_support fps female_protagonist free_to_play controller tactical pvp anime team-based futuristic cyberpunk
Moonbase Alpha,https://media.rawg.io/media/screenshots/7d3/7d38af4840ed364c4dff323d4681cbec.jpg,3.03,75,Adventure|Strategy|Simulation,PC,Singleplayer|Multiplayer|Co-op|Open World|cooperative|First-Person|Third Person|Online Co-Op|Funny|Steam Leaderboards|Sandbox|Comedy|Free to Play|stats|Space|Realistic|Memes|Walking Simulator|Valve Anti-Cheat enabled,adventure strategy simulation pc singleplayer multiplayer co-op open_world cooperative first-person third_person online_co-op funny steam_leaderboards sandbox comedy free_to_play stats space realistic memes walking_simulator valve_anti-cheat_enabled
Nobody Saves the World,https://media.rawg.io/media/games/b44/b448c0725eb490dda9cfb23b826da68a.jpg,3.82,141,Action|Adventure|RPG|Indie,PlayStation 5|Xbox Series S/X|PC|Nintendo Switch|Xbox One,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|RPG|Co-op|2D|Online Co-Op|Fantasy|Funny|Action-Adventure|Action RPG|Controller|Hack and Slash|Character Customization|Colorful|Magic|Top-Down|Dungeon Crawler|Hand-drawn|Procedural Generation|Cartoony|Cartoon|Class-Based,action adventure rpg indie playstation_5 xbox_series_s/x pc nintendo_switch xbox_one singleplayer steam_achievements multiplayer full_controller_support steam_cloud rpg co-op 2d online_co-op fantasy funny action-adventure action_rpg controller hack_and_slash character_customization colorful magic top-down dungeon_crawler hand-drawn procedural_generation cartoony cartoon class-based
Aliens Versus Predator,https://media.rawg.io/media/games/ba9/ba9380623e707feb960cdeaa42d204b9.jpg,3.72,140,Action|Shooter,macOS|Classic Macintosh|PC,Singleplayer|Multiplayer|Atmospheric|First-Person|Sci-fi|Horror|FPS|Gore|Classic|Stealth|Retro|Aliens|predator,action shooter macos classic_macintosh pc singleplayer multiplayer atmospheric first-person sci-fi horror fps gore classic stealth retro aliens predator
Saints Row,https://media.rawg.io/media/games/624/6241f3e7fefc1948c4b5cf038f0ecf6c.jpg,3.51,154,Action|Shooter|Adventure,PC|Xbox 360|Xbox One,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|Open World|cooperative|Third Person|Online Co-Op|Funny|Sandbox|Comedy|Third-Person Shooter|Cross-Platform Multiplayer|Character Customization|Crime|Story|Driving|Dark Humor|America|Superhero|Satire|Parody,action shooter adventure pc xbox_360 xbox_one singleplayer steam_achievements multiplayer full_controller_support steam_cloud co-op open_world cooperative third_person online_co-op funny sandbox comedy third-person_shooter cross-platform_multiplayer character_customization crime story driving dark_humor america superhero satire parody
Legend of Mysteria RPG,https://media.rawg.io/media/screenshots/34b/34bbb7f3e6fb870477d70cf2b9c71932.jpg,1.78,45,Action|Adventure|RPG|Strategy|Simulation|Sports|Racing|Casual|Indie,PC,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|2D|Horror|Fantasy|Comedy|Pixel Graphics|Anime|Family Friendly|Turn-Based|Captions available|JRPG|Shoot 'Em Up|RPGMaker|RPG Maker,action adventure rpg strategy simulation sports racing casual indie pc singleplayer steam_achievements full_controller_support steam_cloud steam-trading-cards great_soundtrack rpg 2d horror fantasy comedy pixel_graphics anime family_friendly turn-based captions_available jrpg shoot_'em_up rpgmaker rpg_maker
SIMULACRA,https://media.rawg.io/media/screenshots/301/301d149f1869431d04dc4f91a235eff2.jpg,3.6,86,Adventure|RPG|Simulation,PlayStation 4|Xbox One|macOS|Android|iOS|PC,Singleplayer|Steam Achievements|Steam Cloud|RPG|Horror,adventure rpg simulation playstation_4 xbox_one macos android ios pc singleplayer steam_achievements steam_cloud rpg horror
Hydrophobia: Prophecy,https://media.rawg.io/media/games/386/3869a2540b5fd39776fd640686610d05.jpg,2.71,86,Action|Shooter|Adventure|Strategy|Indie,PC|PlayStation 3,Singleplayer|Steam Achievements|Steam Cloud|Third Person|Sci-fi|Partial Controller Support|Steam Leaderboards|Female Protagonist|Action-Adventure|Third-Person Shooter|Short|Physics|Cyberpunk|Underwater,action shooter adventure strategy indie pc playstation_3 singleplayer steam_achievements steam_cloud third_person sci-fi partial_controller_support steam_leaderboards female_protagonist action-adventure third-person_shooter short physics cyberpunk underwater
OMORI,https://media.rawg.io/media/games/2cb/2cb0d8e4cb57e7b03576619be68326c8.jpg,4.37,162,RPG|Casual|Indie,Nintendo Switch|macOS|PC|Xbox Series S/X,Singleplayer|Steam Achievements|RPG|Partial Controller Support,rpg casual indie nintendo_switch macos pc xbox_series_s/x singleplayer steam_achievements rpg partial_controller_support
God’s Trigger,https://media.rawg.io/media/screenshots/8f9/8f959050840256770063f7bea1ebe0ea.jpg,3.05,55,Action|Indie,PC|PlayStation 4|Xbox One,Singleplayer|Steam Achievements|Full controller support|Co-op|cooperative|Online Co-Op|Gore|Difficult|Violent|Local Co-Op|Fast-Paced|Co-op Campaign,action indie pc playstation_4 xbox_one singleplayer steam_achievements full_controller_support co-op cooperative online_co-op gore difficult violent local_co-op fast-paced co-op_campaign
